Source	Target
UNICORN/MYLOS MASARY	SUPER SKRULL/KL'RT
UNICORN/MYLOS MASARY	MR. FANTASTIC/REED RICHARDS
MR. FANTASTIC/REED RICHARDS	SCARECROW/EBENEZER L
SUPER SKRULL/KL'RT	SCARECROW/EBENEZER L
FURY, COL. NICHOLAS	SCARECROW/EBENEZER L
HAWK	SCARECROW/EBENEZER L
SHELLSHOCK/	LOCKJAW [INHUMAN]
SHELLSHOCK/	KARNAK [INHUMAN]
SHELLSHOCK/	MEDUSA/MEDUSALITH AM
SHELLSHOCK/	BLACK PANTHER/T'CHAL
SHELLSHOCK/	BLACK BOLT/BLACKANTO
SHELLSHOCK/	GORGON [INHUMAN]
SHELLSHOCK/	TRITON
SHELLSHOCK/	CRYSTAL [INHUMAN]
SHELLSHOCK/	PSYCHO-MAN
PSYCHO-MAN	LIVEWIRE/RANCE PREST
PSYCHO-MAN	LOCKJAW [INHUMAN]
PSYCHO-MAN	KARNAK [INHUMAN]
PSYCHO-MAN	MEDUSA/MEDUSALITH AM
PSYCHO-MAN	BLACK PANTHER/T'CHAL
PSYCHO-MAN	BLACK BOLT/BLACKANTO
PSYCHO-MAN	GORGON [INHUMAN]
PSYCHO-MAN	TRITON
PSYCHO-MAN	CRYSTAL [INHUMAN]
CRYSTAL [INHUMAN]	LIVEWIRE/RANCE PREST
TRITON	LIVEWIRE/RANCE PREST
GORGON [INHUMAN]	LIVEWIRE/RANCE PREST
BLACK BOLT/BLACKANTO	LIVEWIRE/RANCE PREST
BLACK PANTHER/T'CHAL	LIVEWIRE/RANCE PREST
MEDUSA/MEDUSALITH AM	LIVEWIRE/RANCE PREST
KARNAK [INHUMAN]	LIVEWIRE/RANCE PREST
LOCKJAW [INHUMAN]	LIVEWIRE/RANCE PREST
MR. FANTASTIC/REED RICHARDS	HUMAN TORCH ANDROID/
LOCKJAW [INHUMAN]	QUASIMODO
LOCKJAW [INHUMAN]	HUMAN TORCH ANDROID/
LOCKJAW [INHUMAN]	THINKER
THINKER	WINGFOOT, WYATT
WINGFOOT, WYATT	QUASIMODO
WINGFOOT, WYATT	HUMAN TORCH ANDROID/
HUMAN TORCH ANDROID/	QUASIMODO
IRON MAN/TONY STARK	SHANNA/SHANNA O'HARA
IRON MAN/TONY STARK	ZABU
IRON MAN/TONY STARK	KA-ZAR/KEVIN PLUNDER
ERWIN, CLYTEMNESTRA	ANT-MAN/DR. HENRY J.
ERWIN, CLYTEMNESTRA	MADAME MASQUE/GIULIE
ANT-MAN/DR. HENRY J.	CABE, BETHANY
HAWK	STANE, OBADIAH
HAWK	ERWIN, CLYTEMNESTRA
HAWK	CABE, BETHANY
CABE, BETHANY	MOCKINGBIRD/DR. BARB
CABE, BETHANY	STANE, OBADIAH
ERWIN, CLYTEMNESTRA	HOGAN, VIRGINIA PEPP
ERWIN, CLYTEMNESTRA	HOGAN, HAROLD J. HAP
ERWIN, CLYTEMNESTRA	MOCKINGBIRD/DR. BARB
STANE, OBADIAH	HOGAN, VIRGINIA PEPP
STANE, OBADIAH	HOGAN, HAROLD J. HAP
STANE, OBADIAH	MOCKINGBIRD/DR. BARB
MOCKINGBIRD/DR. BARB	HOGAN, VIRGINIA PEPP
MOCKINGBIRD/DR. BARB	HOGAN, HAROLD J. HAP
ERWIN, CLYTEMNESTRA	ARBOGAST, BAMBI
ERWIN, CLYTEMNESTRA	TIGRA/GREER NELSON
TIGRA/GREER NELSON	CABE, BETHANY
TIGRA/GREER NELSON	MADAME MASQUE/GIULIE
HAWK	MADAME MASQUE/GIULIE
MADAME MASQUE/GIULIE	MOCKINGBIRD/DR. BARB
MOCKINGBIRD/DR. BARB	ARBOGAST, BAMBI
ERWIN, CLYTEMNESTRA	POWER MAN/ERIK JOSTE
MODOK/GEORGE TARLETO	ERWIN, CLYTEMNESTRA
MODOK/GEORGE TARLETO	CABE, BETHANY
WOLVERINE/LOGAN	MCKENZIE, SCARLETT
IRON MAN/TONY STARK	COWEN, BUCK
IRON MAN/TONY STARK	RUSSELL, LISSA
IRON MAN/TONY STARK	MERLIN
WEREWOLF BY NIGHT/JA	MERLIN
WEREWOLF BY NIGHT/JA	ERWIN, CLYTEMNESTRA
ERWIN, CLYTEMNESTRA	LE FEY, MORGAN
ERWIN, CLYTEMNESTRA	COWEN, BUCK
ERWIN, CLYTEMNESTRA	RUSSELL, LISSA
ERWIN, CLYTEMNESTRA	MERLIN
MERLIN	MOCKINGBIRD/DR. BARB
MERLIN	COWEN, BUCK
MERLIN	RUSSELL, LISSA
RUSSELL, LISSA	MOCKINGBIRD/DR. BARB
RUSSELL, LISSA	LE FEY, MORGAN
COWEN, BUCK	MOCKINGBIRD/DR. BARB
COWEN, BUCK	LE FEY, MORGAN
LE FEY, MORGAN	MOCKINGBIRD/DR. BARB
MACHINE MAN/X-51	SLOAN, FRED
MACHINE MAN/X-51	JACKSON, CURTISS
MACHINE MAN/X-51	STARR, TRIXIE TRISH
HULK/DR. ROBERT BRUC	SPAULDING, PETER
HULK/DR. ROBERT BRUC	JACKSON, CURTISS
STARR, TRIXIE TRISH	SPAULDING, PETER
STARR, TRIXIE TRISH	JACKSON, CURTISS
JACKSON, CURTISS	SPAULDING, PETER
JACKSON, CURTISS	SLOAN, FRED
SLOAN, FRED	SPAULDING, PETER
GRIMM, PETUNIA PENNY	GRIMM, JAKE
GRIMM, PETUNIA PENNY	QUICKSILVER/PIETRO M
GRIMM, PETUNIA PENNY	THING/BEN GRIMM
GRIMM, PETUNIA PENNY	MASTERS, ALICIA REIS
GRIMM, PETUNIA PENNY	INVISIBLE WOMAN/SUE
GRIMM, PETUNIA PENNY	CRYSTAL [INHUMAN]
GRIMM, PETUNIA PENNY	MR. FANTASTIC/REED RICHARDS
GRIMM, PETUNIA PENNY	NOVA II/FRANKIE RAYE
GRIMM, PETUNIA PENNY	LOCKJAW [INHUMAN]
GRIMM, PETUNIA PENNY	HUMAN TORCH/JOHNNY S
LOCKJAW [INHUMAN]	GRIMM, JAKE
LOCKJAW [INHUMAN]	NOVA II/FRANKIE RAYE
CRYSTAL [INHUMAN]	GRIMM, JAKE
MASTERS, ALICIA REIS	GRIMM, JAKE
QUICKSILVER/PIETRO M	GRIMM, JAKE
IRON MAN IV/JAMES R.	FORCE/CLAYTON WILSON
IRON MAN/TONY STARK	FORCE/CLAYTON WILSON
FORCE/CLAYTON WILSON	CABE, BETHANY
FORCE/CLAYTON WILSON	MCPHERSON, LING
KALA	BOULDER/
KALA	JACKSON, STEVE
KALA	TORPEDO III/BROCK JO
KALA	STARSHINE/LANDRA
KALA	CLARK, JOHN
KALA	HAMMERHAND
KALA	WATER WITCH/
KALA	DIGGER II/
KALA	CLARK, SARAH
KALA	STARSHINE II/BRANDY
KALA	ROM, SPACEKNIGHT
ROM, SPACEKNIGHT	LANDSLIDE
ROM, SPACEKNIGHT	BOULDER/
ROM, SPACEKNIGHT	MOLE MAN/HARVEY RUPE
ROM, SPACEKNIGHT	HAMMERHAND
ROM, SPACEKNIGHT	WATER WITCH/
ROM, SPACEKNIGHT	DIGGER II/
STARSHINE II/BRANDY	LANDSLIDE
STARSHINE II/BRANDY	BOULDER/
STARSHINE II/BRANDY	MOLE MAN/HARVEY RUPE
STARSHINE II/BRANDY	STARSHINE/LANDRA
STARSHINE II/BRANDY	HAMMERHAND
STARSHINE II/BRANDY	WATER WITCH/
STARSHINE II/BRANDY	DIGGER II/
CLARK, SARAH	LANDSLIDE
CLARK, SARAH	BOULDER/
CLARK, SARAH	MOLE MAN/HARVEY RUPE
CLARK, SARAH	STARSHINE/LANDRA
CLARK, SARAH	HAMMERHAND
CLARK, SARAH	WATER WITCH/
CLARK, SARAH	DIGGER II/
DIGGER II/	LANDSLIDE
DIGGER II/	BOULDER/
DIGGER II/	MOLE MAN/HARVEY RUPE
DIGGER II/	JACKSON, STEVE
DIGGER II/	TORPEDO III/BROCK JO
DIGGER II/	STARSHINE/LANDRA
DIGGER II/	CLARK, JOHN
DIGGER II/	HAMMERHAND
DIGGER II/	WATER WITCH/
WATER WITCH/	LANDSLIDE
WATER WITCH/	BOULDER/
WATER WITCH/	MOLE MAN/HARVEY RUPE
WATER WITCH/	JACKSON, STEVE
WATER WITCH/	TORPEDO III/BROCK JO
WATER WITCH/	STARSHINE/LANDRA
WATER WITCH/	CLARK, JOHN
WATER WITCH/	HAMMERHAND
HAMMERHAND	LANDSLIDE
HAMMERHAND	BOULDER/
HAMMERHAND	MOLE MAN/HARVEY RUPE
HAMMERHAND	JACKSON, STEVE
HAMMERHAND	TORPEDO III/BROCK JO
HAMMERHAND	STARSHINE/LANDRA
HAMMERHAND	CLARK, JOHN
CLARK, JOHN	LANDSLIDE
CLARK, JOHN	BOULDER/
CLARK, JOHN	MOLE MAN/HARVEY RUPE
CLARK, JOHN	STARSHINE/LANDRA
STARSHINE/LANDRA	LANDSLIDE
STARSHINE/LANDRA	BOULDER/
STARSHINE/LANDRA	MOLE MAN/HARVEY RUPE
STARSHINE/LANDRA	JACKSON, STEVE
STARSHINE/LANDRA	TORPEDO III/BROCK JO
TORPEDO III/BROCK JO	LANDSLIDE
TORPEDO III/BROCK JO	BOULDER/
TORPEDO III/BROCK JO	MOLE MAN/HARVEY RUPE
JACKSON, STEVE	LANDSLIDE
JACKSON, STEVE	BOULDER/
JACKSON, STEVE	MOLE MAN/HARVEY RUPE
MOLE MAN/HARVEY RUPE	BOULDER/
BOULDER/	LANDSLIDE
BRICKFORD, CLAY	LANE, SILAS
BRICKFORD, CLAY	ROM, SPACEKNIGHT
BRICKFORD, CLAY	JACKSON, STEVE
BRICKFORD, CLAY	JONES, DANIEL DANNY
BRICKFORD, CLAY	TORPEDO III/BROCK JO
BRICKFORD, CLAY	MOLE MAN/HARVEY RUPE
BRICKFORD, CLAY	JONES, LORRAINE LORR
BRICKFORD, CLAY	JONES, NELL
BRICKFORD, CLAY	CLARK, JOHN
BRICKFORD, CLAY	STARSHINE II/BRANDY
BRICKFORD, CLAY	CLARK, SARAH
BRICKFORD, CLAY	JONES, TAMMY ANNE
JONES, TAMMY ANNE	LANE, SILAS
JONES, TAMMY ANNE	MOLE MAN/HARVEY RUPE
JONES, TAMMY ANNE	MISSING LINK
CLARK, SARAH	MISSING LINK
MISSING LINK	LANE, SILAS
MISSING LINK	ROM, SPACEKNIGHT
MISSING LINK	JACKSON, STEVE
MISSING LINK	JONES, DANIEL DANNY
MISSING LINK	TORPEDO III/BROCK JO
MISSING LINK	MOLE MAN/HARVEY RUPE
MISSING LINK	JONES, LORRAINE LORR
MISSING LINK	JONES, NELL
MISSING LINK	CLARK, JOHN
MISSING LINK	STARSHINE II/BRANDY
JONES, NELL	LANE, SILAS
JONES, NELL	MOLE MAN/HARVEY RUPE
JONES, LORRAINE LORR	LANE, SILAS
JONES, LORRAINE LORR	MOLE MAN/HARVEY RUPE
MOLE MAN/HARVEY RUPE	LANE, SILAS
MOLE MAN/HARVEY RUPE	JONES, DANIEL DANNY
TORPEDO III/BROCK JO	LANE, SILAS
JONES, DANIEL DANNY	LANE, SILAS
CALIBAN/	THING/BEN GRIMM
QUINN, PAMELA	JACKSON, STEVE
QUINN, PAMELA	CLARK, JOHN
QUINN, PAMELA	JONES, LORRAINE LORR
QUINN, PAMELA	JONES, DANIEL DANNY
QUINN, PAMELA	JONES, TAMMY ANNE
QUINN, PAMELA	STARSHINE II/BRANDY
QUINN, PAMELA	CLARK, SARAH
QUINN, PAMELA	JONES, NELL
QUINN, PAMELA	ROM, SPACEKNIGHT
QUINN, PAMELA	BENJAMIN, BYRON
BENJAMIN, BYRON	JACKSON, STEVE
BENJAMIN, BYRON	CLARK, JOHN
BENJAMIN, BYRON	JONES, LORRAINE LORR
BENJAMIN, BYRON	JONES, DANIEL DANNY
BENJAMIN, BYRON	JONES, MAGGIE
BENJAMIN, BYRON	JONES, TAMMY ANNE
BENJAMIN, BYRON	STARSHINE II/BRANDY
BENJAMIN, BYRON	HARRIS, EDDIE
BENJAMIN, BYRON	TORPEDO III/BROCK JO
BENJAMIN, BYRON	CLARK, SARAH
BENJAMIN, BYRON	JONES, NELL
BENJAMIN, BYRON	ROM, SPACEKNIGHT
ROM, SPACEKNIGHT	JONES, MAGGIE
ROM, SPACEKNIGHT	HARRIS, EDDIE
JONES, NELL	JONES, MAGGIE
JONES, NELL	HARRIS, EDDIE
CLARK, SARAH	JONES, MAGGIE
CLARK, SARAH	HARRIS, EDDIE
HARRIS, EDDIE	JACKSON, STEVE
HARRIS, EDDIE	CLARK, JOHN
HARRIS, EDDIE	JONES, LORRAINE LORR
HARRIS, EDDIE	JONES, DANIEL DANNY
HARRIS, EDDIE	JONES, TAMMY ANNE
HARRIS, EDDIE	STARSHINE II/BRANDY
STARSHINE II/BRANDY	JONES, MAGGIE
JONES, TAMMY ANNE	JONES, MAGGIE
JONES, MAGGIE	JACKSON, STEVE
JONES, MAGGIE	CLARK, JOHN
JONES, MAGGIE	JONES, LORRAINE LORR
JONES, MAGGIE	JONES, DANIEL DANNY
HAMMERHAND	RAINBOW
HAMMERHAND	TERRAX II/TYROS
HAMMERHAND	TERMINATOR
HAMMERHAND	JAVELIN/DARIN
HAMMERHAND	GALACTUS/GALAN
CLARK, SARAH	RAINBOW
CLARK, SARAH	TERRAX II/TYROS
CLARK, SARAH	TERMINATOR
CLARK, SARAH	JAVELIN/DARIN
CLARK, SARAH	GALACTUS/GALAN
STARSHINE/LANDRA	RAINBOW
STARSHINE/LANDRA	TERRAX II/TYROS
STARSHINE/LANDRA	JAVELIN/DARIN
STARSHINE/LANDRA	GALACTUS/GALAN
TORPEDO III/BROCK JO	RAINBOW
TORPEDO III/BROCK JO	TERRAX II/TYROS
TORPEDO III/BROCK JO	TERMINATOR
TORPEDO III/BROCK JO	JAVELIN/DARIN
TORPEDO III/BROCK JO	GALACTUS/GALAN
GALACTUS/GALAN	STARSHINE II/BRANDY
GALACTUS/GALAN	ROM, SPACEKNIGHT
GALACTUS/GALAN	CLARK, JOHN
GALACTUS/GALAN	JACKSON, STEVE
GALACTUS/GALAN	RAINBOW
GALACTUS/GALAN	TERMINATOR
GALACTUS/GALAN	JAVELIN/DARIN
JAVELIN/DARIN	STARSHINE II/BRANDY
JAVELIN/DARIN	ROM, SPACEKNIGHT
JAVELIN/DARIN	CLARK, JOHN
JAVELIN/DARIN	JACKSON, STEVE
JAVELIN/DARIN	RAINBOW
JAVELIN/DARIN	TERRAX II/TYROS
JAVELIN/DARIN	TERMINATOR
TERMINATOR	STARSHINE II/BRANDY
TERMINATOR	CLARK, JOHN
TERMINATOR	JACKSON, STEVE
TERMINATOR	RAINBOW
TERMINATOR	TERRAX II/TYROS
TERRAX II/TYROS	STARSHINE II/BRANDY
TERRAX II/TYROS	ROM, SPACEKNIGHT
TERRAX II/TYROS	CLARK, JOHN
TERRAX II/TYROS	JACKSON, STEVE
TERRAX II/TYROS	RAINBOW
RAINBOW	STARSHINE II/BRANDY
RAINBOW	ROM, SPACEKNIGHT
RAINBOW	CLARK, JOHN
RAINBOW	JACKSON, STEVE
TERRAX II/TYROS	JONES, TAMMY ANNE
TERRAX II/TYROS	JONES, LORRAINE LORR
TERRAX II/TYROS	JONES, DANIEL DANNY
GALACTUS/GALAN	JONES, TAMMY ANNE
GALACTUS/GALAN	JONES, LORRAINE LORR
GALACTUS/GALAN	JONES, DANIEL DANNY
JONES, DANIEL DANNY	STARSHINE/LANDRA
JONES, DANIEL DANNY	HAMMERHAND
JONES, LORRAINE LORR	STARSHINE/LANDRA
JONES, LORRAINE LORR	HAMMERHAND
HAMMERHAND	JONES, TAMMY ANNE
STARSHINE/LANDRA	JONES, TAMMY ANNE
NOVA-PRIME	CLARK, JOHN
NOVA-PRIME	TORPEDO III/BROCK JO
NOVA-PRIME	CLARK, SARAH
NOVA-PRIME	ROM, SPACEKNIGHT
NOVA-PRIME	JONES, NELL
NOVA-PRIME	STARSHINE II/BRANDY
NOVA-PRIME	JONES, DANIEL DANNY
NOVA-PRIME	JONES, LORRAINE LORR
NOVA-PRIME	JONES, TAMMY ANNE
JONES, TAMMY ANNE	CRIMEBUSTER/FRANK MO
JONES, TAMMY ANNE	PROTECTOR III/
JONES, TAMMY ANNE	NOVA/RICHARD RIDER
JONES, TAMMY ANNE	ADORA
JONES, TAMMY ANNE	POWERHOUSE/RIEG DAVA
JONES, TAMMY ANNE	COMET/HARRIS MOORE
JONES, TAMMY ANNE	DIAMONDHEAD/DYKER
JONES, LORRAINE LORR	CRIMEBUSTER/FRANK MO
JONES, LORRAINE LORR	PROTECTOR III/
JONES, LORRAINE LORR	NOVA/RICHARD RIDER
JONES, LORRAINE LORR	ADORA
JONES, LORRAINE LORR	POWERHOUSE/RIEG DAVA
JONES, LORRAINE LORR	COMET/HARRIS MOORE
JONES, LORRAINE LORR	DIAMONDHEAD/DYKER
JONES, DANIEL DANNY	CRIMEBUSTER/FRANK MO
JONES, DANIEL DANNY	PROTECTOR III/
JONES, DANIEL DANNY	NOVA/RICHARD RIDER
JONES, DANIEL DANNY	ADORA
JONES, DANIEL DANNY	POWERHOUSE/RIEG DAVA
JONES, DANIEL DANNY	COMET/HARRIS MOORE
JONES, DANIEL DANNY	DIAMONDHEAD/DYKER
STARSHINE II/BRANDY	CRIMEBUSTER/FRANK MO
STARSHINE II/BRANDY	PROTECTOR III/
STARSHINE II/BRANDY	NOVA/RICHARD RIDER
STARSHINE II/BRANDY	ADORA
STARSHINE II/BRANDY	POWERHOUSE/RIEG DAVA
STARSHINE II/BRANDY	COMET/HARRIS MOORE
STARSHINE II/BRANDY	DIAMONDHEAD/DYKER
JONES, NELL	CRIMEBUSTER/FRANK MO
JONES, NELL	PROTECTOR III/
JONES, NELL	NOVA/RICHARD RIDER
JONES, NELL	ADORA
JONES, NELL	POWERHOUSE/RIEG DAVA
JONES, NELL	COMET/HARRIS MOORE
JONES, NELL	DIAMONDHEAD/DYKER
DIAMONDHEAD/DYKER	CLARK, JOHN
DIAMONDHEAD/DYKER	TORPEDO III/BROCK JO
DIAMONDHEAD/DYKER	CLARK, SARAH
DIAMONDHEAD/DYKER	ROM, SPACEKNIGHT
COMET/HARRIS MOORE	CLARK, JOHN
COMET/HARRIS MOORE	TORPEDO III/BROCK JO
COMET/HARRIS MOORE	CLARK, SARAH
COMET/HARRIS MOORE	ROM, SPACEKNIGHT
POWERHOUSE/RIEG DAVA	CLARK, JOHN
POWERHOUSE/RIEG DAVA	TORPEDO III/BROCK JO
POWERHOUSE/RIEG DAVA	CLARK, SARAH
POWERHOUSE/RIEG DAVA	ROM, SPACEKNIGHT
ROM, SPACEKNIGHT	CRIMEBUSTER/FRANK MO
ROM, SPACEKNIGHT	PROTECTOR III/
ROM, SPACEKNIGHT	NOVA/RICHARD RIDER
ROM, SPACEKNIGHT	ADORA
ADORA	CLARK, JOHN
ADORA	TORPEDO III/BROCK JO
ADORA	CLARK, SARAH
NOVA/RICHARD RIDER	CLARK, JOHN
NOVA/RICHARD RIDER	CLARK, SARAH
PROTECTOR III/	CLARK, JOHN
PROTECTOR III/	TORPEDO III/BROCK JO
PROTECTOR III/	CLARK, SARAH
CLARK, SARAH	CRIMEBUSTER/FRANK MO
CRIMEBUSTER/FRANK MO	CLARK, JOHN
CRIMEBUSTER/FRANK MO	TORPEDO III/BROCK JO
DIABLO/ESTEBAN DE AB	EBONY
MARVEL GIRL/JEAN GRE	HATCHET-9
X-MAN/NATHAN GREY	HATCHET-9
CYCLOPS/SCOTT SUMMER	HATCHET-9
M	NETTLES
M	CHAMBLISS
M	AUTHIER, POLICE CHIE
M	MUNSON
SKIN/ANGELO ESPINOSA	NETTLES
SKIN/ANGELO ESPINOSA	CHAMBLISS
SKIN/ANGELO ESPINOSA	MUNSON
MUNSON	NETTLES
MUNSON	CHAMBER/JONOTHON STA
MUNSON	CHAMBLISS
MUNSON	JUBILEE/JUBILATION L
MUNSON	AUTHIER, POLICE CHIE
MUNSON	HUSK/PAIGE GUTHRIE
MUNSON	SYNCH/EVERETT THOMAS
MUNSON	PENANCE/MONET ST. CR
PENANCE/MONET ST. CR	NETTLES
PENANCE/MONET ST. CR	CHAMBLISS
SYNCH/EVERETT THOMAS	NETTLES
SYNCH/EVERETT THOMAS	CHAMBLISS
HUSK/PAIGE GUTHRIE	NETTLES
HUSK/PAIGE GUTHRIE	CHAMBLISS
AUTHIER, POLICE CHIE	NETTLES
AUTHIER, POLICE CHIE	CHAMBLISS
JUBILEE/JUBILATION L	NETTLES
JUBILEE/JUBILATION L	CHAMBLISS
CHAMBLISS	NETTLES
CHAMBLISS	CHAMBER/JONOTHON STA
CHAMBER/JONOTHON STA	NETTLES
STRONG GUY/GUIDO CAR	SMITH, HELEN BACK
STRONG GUY/GUIDO CAR	SMITH, ANDY
STRONG GUY/GUIDO CAR	REBO
STRONG GUY/GUIDO CAR	WEALS, MELVIN J.
MACTAGGERT, MOIRA KI	SMITH, HELEN BACK
MACTAGGERT, MOIRA KI	SMITH, ANDY
MACTAGGERT, MOIRA KI	REBO
MACTAGGERT, MOIRA KI	WEALS, MELVIN J.
MULTIPLE MAN/JAMES A	SMITH, HELEN BACK
MULTIPLE MAN/JAMES A	SMITH, ANDY
MULTIPLE MAN/JAMES A	REBO
MULTIPLE MAN/JAMES A	WEALS, MELVIN J.
BEAST/HENRY &HANK& P	SMITH, HELEN BACK
BEAST/HENRY &HANK& P	SMITH, ANDY
BEAST/HENRY &HANK& P	REBO
BEAST/HENRY &HANK& P	WEALS, MELVIN J.
WEALS, MELVIN J.	WOLFSBANE/RAHNE SINC
WEALS, MELVIN J.	SMITH, HELEN BACK
WEALS, MELVIN J.	SMITH, ANDY
WEALS, MELVIN J.	REBO
WEALS, MELVIN J.	CHENEY, LILA
CHENEY, LILA	SMITH, HELEN BACK
CHENEY, LILA	SMITH, ANDY
CHENEY, LILA	REBO
REBO	WOLFSBANE/RAHNE SINC
REBO	SMITH, HELEN BACK
REBO	SMITH, ANDY
SMITH, ANDY	WOLFSBANE/RAHNE SINC
SMITH, ANDY	SMITH, HELEN BACK
SMITH, HELEN BACK	WOLFSBANE/RAHNE SINC
FLAG-SMASHER	STORM/ORORO MUNROE S
FLAG-SMASHER	NIGHTCRAWLER/KURT WA
FLAG-SMASHER	WOLVERINE/LOGAN
FLAG-SMASHER	GAMBIT/REMY LEBEAU
FLAG-SMASHER	ROGUE /
FLAG-SMASHER	MARROW/SARAH
FLAG-SMASHER	SHADOWCAT/KATHERINE
FLAG-SMASHER	COLOSSUS II/PETER RA
WHITE QUEEN/EMMA FRO	DOMINO III/BEATRICE/
WHITE QUEEN/EMMA FRO	MARROW/SARAH
WHITE QUEEN/EMMA FRO	BOOMER/TABITHA SMITH
WHITE QUEEN/EMMA FRO	SIRYN/THERESA ROURKE
WHITE QUEEN/EMMA FRO	KRAMER, STACEY
WHITE QUEEN/EMMA FRO	SUMMERS, NATHAN CHRI
SKIN/ANGELO ESPINOSA	DOMINO III/BEATRICE/
SKIN/ANGELO ESPINOSA	SUNSPOT/ROBERTO DACO
SKIN/ANGELO ESPINOSA	SIRYN/THERESA ROURKE
SKIN/ANGELO ESPINOSA	KRAMER, STACEY
SKIN/ANGELO ESPINOSA	MIRAGE II/DANIELLE M
SKIN/ANGELO ESPINOSA	SHADOWCAT/KATHERINE
ROGUE /	KRAMER, STACEY
SHADOWCAT/KATHERINE	CHAMBER/JONOTHON STA
SHADOWCAT/KATHERINE	KRAMER, STACEY
MIRAGE II/DANIELLE M	SYNCH/EVERETT THOMAS
MIRAGE II/DANIELLE M	MARROW/SARAH
MIRAGE II/DANIELLE M	CHAMBER/JONOTHON STA
MIRAGE II/DANIELLE M	HUSK/PAIGE GUTHRIE
MIRAGE II/DANIELLE M	JUBILEE/JUBILATION L
MIRAGE II/DANIELLE M	GAMBIT/REMY LEBEAU
GAMBIT/REMY LEBEAU	KRAMER, STACEY
NIGHTCRAWLER/KURT WA	SYNCH/EVERETT THOMAS
NIGHTCRAWLER/KURT WA	DOMINO III/BEATRICE/
NIGHTCRAWLER/KURT WA	KRAMER, STACEY
JUBILEE/JUBILATION L	KRAMER, STACEY
KRAMER, STACEY	SYNCH/EVERETT THOMAS
KRAMER, STACEY	MARROW/SARAH
KRAMER, STACEY	BANSHEE/SEAN CASSIDY
KRAMER, STACEY	COLOSSUS II/PETER RA
KRAMER, STACEY	CHAMBER/JONOTHON STA
KRAMER, STACEY	HUSK/PAIGE GUTHRIE
KRAMER, STACEY	SIRYN/THERESA ROURKE
SIRYN/THERESA ROURKE	CHAMBER/JONOTHON STA
CHAMBER/JONOTHON STA	DOMINO III/BEATRICE/
CHAMBER/JONOTHON STA	MARROW/SARAH
CHAMBER/JONOTHON STA	SUNSPOT/ROBERTO DACO
REYES, DR. CECELIA	WOLVERINE SKRULL
REYES, DR. CECELIA	SILVER SAMURAI/KENYU
SILVER SAMURAI/KENYU	WOLVERINE SKRULL
WONG	MASTERS, DR. AUGUST
WONG	WILLIAMS, MINDY
WONG	CANTOR, VERA
CANTOR, VERA	MASTERS, DR. AUGUST
CANTOR, VERA	DAREDEVIL/MATT MURDO
CANTOR, VERA	WILLIAMS, MINDY
CANTOR, VERA	CAPTAIN AMERICA
WILLIAMS, MINDY	DAREDEVIL/MATT MURDO
DAREDEVIL/MATT MURDO	MASTERS, DR. AUGUST
DAREDEVIL/MATT MURDO	HELLSTORM/DAIMON HEL
COLOSSUS II/PETER RA	SHAARA, MR.
COLOSSUS II/PETER RA	SHAPANDER, KARIMA
COLOSSUS II/PETER RA	SHAARA, MRS.
COLOSSUS II/PETER RA	SHAARA, SANJIT
SHAARA, SANJIT	SHAARA, MR.
SHAARA, SANJIT	WOLFSBANE/RAHNE SINC
SHAARA, SANJIT	BEAST/HENRY &HANK& P
SHAARA, SANJIT	SUMMERS, NATHAN CHRI
SHAARA, SANJIT	MACTAGGERT, MOIRA KI
SHAARA, SANJIT	SHAPANDER, KARIMA
SHAARA, SANJIT	MASTER MOLD II
SHAARA, SANJIT	THUNDERBIRD III/NEAL
SHAARA, SANJIT	MARVEL GIRL/JEAN GRE
SHAARA, SANJIT	SHAARA, MRS.
SHAARA, MRS.	SHAARA, MR.
SHAARA, MRS.	WOLFSBANE/RAHNE SINC
SHAARA, MRS.	BEAST/HENRY &HANK& P
SHAARA, MRS.	SUMMERS, NATHAN CHRI
SHAARA, MRS.	MACTAGGERT, MOIRA KI
SHAARA, MRS.	SHAPANDER, KARIMA
SHAARA, MRS.	MASTER MOLD II
SHAARA, MRS.	THUNDERBIRD III/NEAL
SHAARA, MRS.	MARVEL GIRL/JEAN GRE
MARVEL GIRL/JEAN GRE	SHAARA, MR.
MARVEL GIRL/JEAN GRE	SHAPANDER, KARIMA
THUNDERBIRD III/NEAL	SHAARA, MR.
THUNDERBIRD III/NEAL	SHAPANDER, KARIMA
THUNDERBIRD III/NEAL	MASTER MOLD II
MASTER MOLD II	SHAARA, MR.
MASTER MOLD II	SHAPANDER, KARIMA
SHAPANDER, KARIMA	SHAARA, MR.
SHAPANDER, KARIMA	WOLFSBANE/RAHNE SINC
SHAPANDER, KARIMA	BEAST/HENRY &HANK& P
SHAPANDER, KARIMA	SUMMERS, NATHAN CHRI
SHAPANDER, KARIMA	MACTAGGERT, MOIRA KI
MACTAGGERT, MOIRA KI	SHAARA, MR.
SUMMERS, NATHAN CHRI	SHAARA, MR.
BEAST/HENRY &HANK& P	SHAARA, MR.
WOLFSBANE/RAHNE SINC	SHAARA, MR.
DARKSTAR/LAYNIA SERG	BLACK DEATH/DR. IVAN
DARKSTAR/LAYNIA SERG	GAMBIT/REMY LEBEAU
DARKSTAR/LAYNIA SERG	SUMMERS, NATHAN CHRI
DARKSTAR/LAYNIA SERG	MARVEL GIRL/JEAN GRE
